"Key","ChineseName","Description"
"Bullet_BR_Space","L-空间弹","用外星科技制造的重型弹，造成空间伤害。"
"Bullet_Candy_Ghost","糖豆子弹","打在身上也不怎么疼。"
"Bullet_Energy_S","小型能量弹","为小型能量武器提供能量。"
"Bullet_MAG_Break","MAG-碎甲弹","能够大幅消耗护甲耐久的马格南弹药，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。"
"Bullet_MAG_Burn","MAG-燃烧弹","装填了可燃成分的马格南弹药，造成火伤害。"
"Bullet_MAG_Dumdums","MAG-肉伤弹","对肉体能造成大量伤害的马格南弹药，但没有穿透护甲的能力。"
"Bullet_MAG_Electric","MAG-感电弹","装填了金属粉末的马格南弹药，造成电伤害。"
"Bullet_MAG_Normal","MAG-普通弹","标准的制式马格南弹药。"
"Bullet_MAG_Piercing2","MAG-穿甲弹","能够穿透低级护甲的防护的马格南弹药。"
"Bullet_MAG_Piercing3","MAG-中级穿甲弹","能够穿透中级护甲的防护的马格南弹药。"
"Bullet_MAG_Piercing4","MAG-高级穿甲弹","能够穿透中级护甲的防护的马格南弹药。"
"Bullet_MAG_Piercing5","MAG-高级穿甲弹","能够穿透高级护甲的防护的马格南弹药。"
"Bullet_MAG_Piercing6","MAG-特种穿甲弹","能够穿透几乎所有护甲的防护的马格南弹药，造成的伤害与爆头伤害也更高。"
"Bullet_MAG_Poison","MAG-毒性弹","装填了毒性成分的马格南弹药，造成毒伤害。"
"Bullet_MAG_Rusted","MAG-生锈弹","已经略微生锈的制式马格南弹药，几乎没有穿甲能力，对于枪械的耐久消耗也较高。"
"Bullet_MAG_Space","MAG-空间弹","用外星科技制造的马格南弹药，造成空间伤害。"
"Bullet_Poop_Normal","粑粑弹","将屎分成了小份，这样就能塞进枪里了。"
"Bullet_PWL_L","大型能量弹","为大型能量枪提供能量。"
"Bullet_PWS_H","强化小能量弹","强化了穿甲能力的小能量弹。"
"Bullet_PWS_S","小能量弹","为能量武器提供少量能量。"
"Bullet_Rocket","火箭弹 Lv1","发射器弹药。"
"Bullet_SHOT_Burn","霰弹-龙息","造成大量灼烧伤害。"
"Bullet_SHOT_Electric","霰弹-电击","电能装药，能够造成电击伤害。"
"Bullet_SHOT_Normal","霰弹-鹿弹","打猎用的鹿弹，杀伤距离较近。"
"Bullet_SHOT_Piercing2","霰弹-穿甲弹","能够穿透低级护甲。"
"Bullet_SHOT_Piercing4","霰弹-箭形弹","有更高的穿甲等级。"
"Bullet_SHOT_Piranha","霰弹-食人鱼","穿甲能力弱，但对肉体造成更大伤害。"
"Bullet_SHOT_Rusted","霰弹-破烂","弹壳已经老化了，里面的弹丸估计也好不到哪去。"
"Bullet_SHT_Break","特种霰弹","对肉体能造成大量伤害的霰弹，也非常容易使命中的敌人流血，但没有穿透护甲的能力。"
"Bullet_SHT_Burn","燃烧霰弹","装填了可燃成分的霰弹，造成火伤害。"
"Bullet_SHT_Dumdums","肉伤霰弹","对肉体能造成大量伤害的霰弹，但没有穿透护甲的能力。"
"Bullet_SHT_Electric","感电霰弹","装填了金属粉末的霰弹，造成电伤害。"
"Bullet_SHT_Normal","普通霰弹","标准的制式霰弹。"
"Bullet_SHT_Piercing2","低级穿甲霰弹","能够穿透低级护甲的防护的霰弹。"
"Bullet_SHT_Piercing3","穿甲霰弹","能够穿透中级护甲的防护的霰弹。"
"Bullet_SHT_Piercing4","中级穿甲霰弹","能够穿透中级护甲的防护的霰弹。"
"Bullet_SHT_Piercing5","高级穿甲霰弹","能够穿透高级护甲的防护的霰弹。"
"Bullet_SHT_Piercing6","高级穿甲霰弹","能够穿透高级护甲的防护的霰弹。"
"Bullet_SHT_Poison","毒性霰弹","装填了毒性成分的霰弹，造成毒伤害。"
"Bullet_SHT_Rusted","生锈霰弹","已经略微生锈的制式霰弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。"
"Bullet_SHT_Space","空间霰弹","用外星科技制造的霰弹，造成空间伤害。"
"Bullet_SMG_Break","S-特种弹","能够大幅消耗护甲耐久的轻型弹，虽然穿甲能力很低，但可以快速击碎敌人的护甲，使他失去护甲防护，并造成比普通子弹更高的伤害。"
"Bullet_SMG_Burn","S-燃烧弹","装填了可燃成分的轻型弹，造成火伤害。"
"Bullet_SMG_Dumdums","S-肉伤弹","对肉体能造成大量伤害的轻型弹，但没有穿透护甲的能力。"
"Bullet_SMG_Electric","S-感电弹","装填了金属粉末的轻型弹，造成电伤害。"
"Bullet_SMG_Normal","S-普通弹","标准的制式轻型弹。"
"Bullet_SMG_Piercing2","S-低级穿甲弹","能够穿透低级护甲的防护的轻型弹。"
"Bullet_SMG_Piercing3","S-穿甲弹","能够穿透中级护甲的防护的轻型弹。"
"Bullet_SMG_Piercing4","S-中级穿甲弹","能够穿透中级护甲的防护的轻型弹。"
"Bullet_SMG_Piercing5","S-高级穿甲弹","能够穿透高级护甲的防护的轻型弹。"
"Bullet_SMG_Piercing6","S-高级穿甲弹","能够穿透高级护甲的防护的轻型弹。"
"Bullet_SMG_Poison","S-毒性弹","装填了毒性成分的轻型弹，造成毒伤害。"
"Bullet_SMG_Rusted","S-生锈弹","已经略微生锈的制式轻型弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。"
"Bullet_SMG_Space","S-空间弹","用外星科技制造的轻型弹，造成空间伤害。"
"Bullet_Sniper_Electric","狙击-电击弹","电能装药，能够造成电击伤害。"
"Bullet_Sniper_Normal","狙击-普通弹","普通的狙击弹药。"
"Bullet_Sniper_Piercing3","狙击-穿甲弹","能够穿透较低等级的护甲。"
"Bullet_Sniper_Piercing5","狙击-高级穿甲弹","能够穿透大多数护甲。"
"Bullet_Sniper_Rusted","狙击-劣质子弹","偷工减料的子弹。"
"Bullet_Sniper_Space","狙击-空间弹","具有空间属性的狙击弹药。"
"Bullet_Snow_Ice","雪球子弹","比雪球捏的更紧些。"
"Bullet_SNP_Break","碎甲狙击弹","能够大幅消耗护甲耐久的狙击弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。"
"Bullet_SNP_Burn","燃烧狙击弹","装填了可燃成分的狙击弹，造成火伤害。"
"Bullet_SNP_Dumdums","肉伤狙击弹","对肉体能造成大量伤害的狙击弹，但没有穿透护甲的能力。"
"Bullet_SNP_Electric","感电狙击弹","装填了金属粉末的狙击弹，造成电伤害。"
"Bullet_SNP_Normal","普通狙击弹","标准的制式狙击弹。"
"Bullet_SNP_Piercing2","穿甲狙击弹","能够穿透低级护甲的防护的狙击弹。"
"Bullet_SNP_Piercing3","中级穿甲狙击弹","能够穿透中级护甲的防护的狙击弹。"
"Bullet_SNP_Piercing4","高级穿甲狙击弹","能够穿透中级护甲的防护的狙击弹。"
"Bullet_SNP_Piercing5","高级穿甲狙击弹","能够穿透高级护甲的防护的狙击弹。"
"Bullet_SNP_Piercing6","特种穿甲狙击弹","能够穿透几乎所有护甲的防护的狙击弹，造成的爆头伤害也更高。"
"Bullet_SNP_Poison","毒性狙击弹","装填了毒性成分的狙击弹，造成毒伤害。"
"Bullet_SNP_Rusted","生锈狙击弹","已经略微生锈的制式狙击弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。"
"Bullet_SNP_Space","空间狙击弹","用外星科技制造的狙击弹，造成空间伤害。"
"Bullet_Template","子弹模板","子弹。"
"ButcherKnife","猪肉刀","看上去很普通，但材质好像一点都不普通，甚至可以挡住子弹。"
"Cable","电源线","电脑用的电源线。"
"Cables","电线","各种电线。"
"Cake","蛋糕","不知道放了多久，但是看起来依然很好吃。"
"Candy","棒棒糖","比赛前舔一舔，甜甜的，好吃。"
"CandyCan","自制糖果","甜食令人快乐。"
"Cannon","大炮","玩具大炮。"
"CarBattery","汽车电池","汽车用的高容量电池。"
"Carrot","胡萝卜","富含营养，看起来很新鲜。"
"Cartridge_BubblePop","碳酸危鸭","游戏卡带：碳酸危鸭，游戏名字的灵感来源于J-lab的那些实验体。"
"Cartridge_GoldMiner","鸭鸭矿工","游戏卡带：鸭鸭矿工，这下挖矿不需要显卡了。"
"Cartridge_Snake","蛇形武装","游戏卡带：蛇形武装，听说这游戏在蒸发平台上有97%的好评！但总感觉这个“形”有点不太对劲。"
"Cash","现金","纸质现金。"
"Cauliflower","花椰菜","热量很低，健身人士的最爱。"
"CDDriver","CD驱动器","用来读取CD光盘。"
"Character","躯壳","灵魂的载体。"
"Cherry","樱桃","红红的，很甜。"
"Chilli","辣椒","看起来就相当辣。"
"ChineseKnot","中国结","好看！"
"ChineseLantern","红灯笼","好热闹！"
"Chocalate","巧克力","有人说它能减肥。"
"Cigarette","红条香烟","一盒普通的香烟。"
"CircuitBoard","电路板","电脑主板。"
"Clock","闹钟","定格在了三点钟。"
"CocoMilk","可可奶","带有巧克力味道的牛奶。"
"Coconut","椰子","开个孔就能喝到清甜的椰子水。"
"CoinBlade","铜钱剑","用铜钱制成的长剑，一直有关于它可以降妖除魔的传说。"
"Cola","可乐","有糖的可乐才有灵魂。"
"ColdCore","冷核碎片","发出幽幽的蓝光。"
"ColorMonitor","彩色显示器","可以显示彩色内容的显示器。"
"Compass","指南针","精致的指南针。"
"ComputeCore","计算核心","蜘蛛型机器人的计算核心。"
"ComputingUnit","高性能计算单元","算力高达1EFLOPS。"
"ConcentratedSlurry","浓缩浆质","忍不住想尝一口。"
"ContinerL","大扩容箱","大型扩容箱，可用作扩展藏身处。重到拿不动。"
"ContinerM","中扩容箱","中型扩容箱，可用作扩展藏身处。很重。"
"ContinerS","小扩容箱","小型扩容箱，可用作扩展藏身处。"
"Corn","玉米","非常好的能量来源，很适合拿来当作主食。"
"CornKernel","玉米粒",""
"CowMask","奶牛面具","外表十分凶狠的奶牛头面具。"
"Crown","皇冠","欲戴王冠，必承其重。"
"CrystalBattery","晶体电池","储存着巨大的电力。"
"CrystalBooster","晶体增压器","似乎是用来处理某种特殊晶体的机器。"
"CrystalFiltrationUnit","晶体过滤单元","似乎是用来处理某种特殊晶体的机器。"
"Cucumber","黄瓜","清醒爽脆，是相当著名的负卡食物。"
"Cup","杯子","喝水用的杯子。"
"DarkCarrot","黑萝卜","正如你所见~"
"DemoChallengeTicket","挑战船票","九死一生，一旦倒在那，掉落的东西会被立马收走，一件不剩。"
"Detergent","洁厕灵","一瓶洁厕灵。"
"Dice","骰子","一个正常的骰子。"
"Dice_2","骰子","一个外表十分正常的骰子，但是感觉有点偏坠。"
"DicedMango","芒果丁",""
"Driver","平头螺丝刀","平头螺丝刀。"
"Drugs","一堆药","不能吃，里面什么都有。"
"Drum1","红色大桶","一个大空桶。"
"Drum2","蓝色大桶","一个大空桶。"
"Drum3","黄色大桶","一个大空桶。"
"Drum4","金属油桶","一个大空桶，装过汽油。"
"DuctTape","胶带","胶带，用途广泛。"
"Dumpling","饺子","好吃！"
"Dynamite","管状炸弹","一颗管状炸弹。"
"DynamiteMultiple","集束管状炸弹","一束管状炸弹。"
"Earthworm","蚯蚓","活的。"
"Egg","鸭蛋","没人要的蛋。"
"EggWhtieEnergyPieces","蛋清能源碎片","从裂缝中溢出的物质，蕴含着巨大的能量，但很难直接利用。"
"EGun_AR_Storm_NoGraphic","???",""
"EGun_AR_Storm_Virus","\?\?\?",""
"EGun_Magic","???",""
"EGun_Magic_Red","\?\?\?","\?\?\?"
"EGun_Magic_Ring","???","???"
"EGun_Magic_Ring_Mushroom","???","???"
"EGun_SHOT_Storm_NoGraphic","???",""
"EGun_SMG_Storm_NoGraphic","???",""
"EGun_StormBoss_1_BreakArmor","???","???"
"EGun_StormBoss_5_Space","\?\?\?",""
"ElecGrenade","电击手雷","储存着电力的强力手雷，能造成无视护甲的电属性伤害，对机械类敌人特别有效。"
"ElectricParts","电子元件","不知道是啥的奇怪电子零件。"
"ElectricSaw","电锯","小巧的电锯。"
"EnemyGun_AR","枪","一挺机枪，高续航。"
"EnemyGun_AR_2","枪","一挺机枪，高续航。"
"EnemyGun_RoadBlock_Rifle","???","???"
"EnemyGun_SHOT","AK-47-强化版","一挺机枪，高续航。"
"EnemyGun_SMG","枪","一挺机枪，高续航。"
"EnemyGun_Spider_Rifle","???",""
"EnemyGun_Spider_Ring","???",""
"Energy_CubeGun","方块枪","小巧的电属性能量发射武器。"
"EnergyBall","能源球","重塑后更容易被利用的蛋清能源，能量巨大，性质稳定。"
"EnergyStick","能量棒","吃了就不饿了，但是会渴。"
"Eyeball_Jlab","矿长的虹膜信息","因为头没有被打爆，所以完好的保存了下来。"
"FaceMask_Fly_Eye","蝇蝇眼镜","蝇蝇队戴着的眼镜，特殊的构造可以让他们更轻易地发现他们的食物。"
"FackMask_Football_Glass","金丝眼镜","没有镜片。"
"FakePeaceStar","和平星","已经化作了粉末。"
"Feather","虚化的羽毛","感觉很快就会消失。"
"fiber","有机纤维","很结实的纤维线，可以用来制作很多东西。"
"fiber_Lv2","高级有机纤维","更结实的有机纤维，经常被用来制作轻型防弹衣。"
"fiber_Lv3","顶级有机纤维","防护性能非常顶尖的有机纤维，常用来制造顶级的防弹衣与头盔。"
"FireGrenade","燃烧弹","内部装满了燃料，可以点燃地面。"
"FirstAidKit_L","大急救箱","可以恢复大量生命值。"
"FirstAidKit_M","急救箱","可以恢复生命值。"
"FirstAidKit_S","小急救箱","可以恢复少量生命值。"
"Fish","玩具鱼","浓浓的塑料味。"
"Fish_Black_Snapper","绿鲷鱼","体型很平常，但深绿色相当少见。"
"Fish_Blue_Damselfish","蓝雀鲷鱼","很活泼，爱东游西窜的。"
"Fish_Blue_Jack_Mackerel","青南乳鱼","细细长长，一般成群活动。"
"Fish_Blue_Mackerel","蓝鲭鱼","身体呈流线型，游得非常快。"
"Fish_Blue_Marlin","蓝枪鱼","鱼嘴又长又粗，看起来很威风。"
"Fish_Blue_Sailfish","蓝旗鱼","尖尖的嘴巴，背鳍像旗子。"
"Fish_Blue_Tang","蓝吊鱼","通体是亮眼的蓝色，身体扁平，相当活泼。"
"Fish_Brown_and_White_Grunt","棕白石鲈","身体呈棕白色的斑纹，常成群活动。"
"Fish_Brown_Mullet","棕梭鱼","体型不大，但游起来很猛。"
"Fish_Brown_Sardine","棕沙丁鱼","在水里喜欢密密麻麻聚在一起，在水面上看着像一整条大鱼。"
"Fish_Golden_Fish","黄金鱼","虽然只是黄色的金鱼，但是名字非常讨喜。"
"Fish_Green_Cod","绿胖头鱼","圆滚滚的，肉嫩嫩的，吃起来口感不错。"
"Fish_Green_Triggerfish","绿背鳙鱼","鱼鳞硬硬的，嘴巴方方的，有点呆萌。"
"Fish_Green_Yellow_Porcupinefish","绿黄鲀","身体上绿一块黄一块的。"
"Fish_Grey_Catshark","蓝猫鲨鱼","体型不大，性子温和，看着不凶。"
"Fish_Orange_Greenfin_Fish","橙青鳍鱼","鱼鳍带点青绿色，与橙色的身体形成了鲜明的对比。"
"Fish_Orange_Squirrelfish","橙金鳞鱼","拥有亮晶晶的鳞片，很亮眼。"
"Fish_Pink_Clownfish","粉金鱼","看着特别可爱，让人忍不住多看几眼。"
"Fish_Purple_Damselfish","紫雀鲷鱼","体型很小，通体紫色，性情很活跃。"
"Fish_Red_Banded_Fish","红九间鱼","身上带几道深色条纹，喜欢成群结队。"
"Fish_Red_Goldfish","红金鱼","常见的观赏鱼，相当招人喜欢。"
"Fish_Red_Grouper","大眼红鱼","肉吃起来特别鲜美，味道很棒。"
"Fish_Red_Spotted_Grouper","红斑鱼","带点小斑点，是挺名贵的鱼。"
"Fish_Redfin_Flamefish","粉鳍火焰鱼","鱼鳍形似火焰，观赏性很强。"
"Fish_Redfin_Snapper","红鳍鲷鱼","红色的鱼鳍相当显眼。"
"Fish_White_Angelfish","白燕鱼","鱼鳍较宽，像燕子的翅膀。"
"Fish_White_Cod","大头金鱼","白白胖胖，肉特别鲜美。"
"Fish_White_Perch","白扁鱼","相当有名的食用鱼。"
"Fish_Yellow_Green_Snapper","黄绿鲷","黄绿相间，颜色相当特别。"
"Fish_Yellow_Porcupinefish","绿刺豚","身上带刺，受惊吓了会鼓成个刺球。"
"Fish1","一级鱼",""
"Fish2","二级鱼",""
"Fish3","三级鱼",""
"FishingBait","鱼饵","复合调配，各种鱼都很喜欢。"
"FishingRod","破旧鱼竿","又破又旧的钓竿。"
"FishingRod_LV2","好钓竿","还算不错的钓竿。"
"FishingRod_LV3","厉害钓竿","非常厉害的钓竿。"
"FlamingCore","赤核碎片","不稳定，散发巨大能量。"
"FlashGrenade","闪光手雷","眩晕敌人。"
"Flashlight","手电","一只手电筒。"
"FloppyDisk","J-Lab软盘","装有加密数据的软盘。"
"Formula_ArmorCai","配方：背带衣","谢谢。"
"Formula_Cable","配方：电源线","制作电源线的配方。"
"Formula_CircuitBoard","配方：电路板","在工作台制作电路板的配方。"
"Formula_Cola","配方：可乐","制造可乐的配方。"
"Formula_ConcentratedSlurry","配方：浓缩浆质","制造浓缩浆质的配方。"
"Formula_ContinerL","配方：大扩容箱","在工作台制作大扩容箱的配方。"
"Formula_DarkCarrot","配方：黑萝卜","在工作台制作黑萝卜的配方。"
"Formula_Drum1","配方：红色大桶","在工作台制作红色大桶的配方。"
"Formula_Drum2","配方：蓝色大桶","在工作台制作蓝色大桶的配方。"
"Formula_Drum3","配方：黄色大桶","在工作台制作黄色大桶的配方。"
"Formula_Drum4","配方：金属油桶","在工作台制作金属大桶的配方。"
"Formula_Dynamite","配方：管状炸弹","在工作台制作管状炸弹的配方。"
"Formula_DynamiteMultiple","配方：集束管状炸弹","在工作台制作集束管状炸弹的配方。"
"Formula_FirstAidKit_M","配方：急救箱","在医疗站制造急救箱的配方。"
"Formula_FishingBait","配方：鱼饵","在工作台制作鱼饵的配方。"
"Formula_GasMask","配方：防毒面罩","在工作台制作防毒面罩的配方。"
"Formula_Injection_A","配方：黄针","可以大幅提高移动速度的针剂的配方。"
"Formula_Injection_ElecResist","配方：电抗性针","在医疗站制作电抗性针的配方。"
"Formula_Injection_HotBlood","配方：热血针剂","在医疗站制作热血针剂的配方。"
"Formula_Injection_PainResist","配方：镇痛剂","在医疗站制作镇痛剂的配方。"
"Formula_Injection_Weight","配方：负重针","可以大幅提高负重的针剂的配方。"
"Formula_Jinitaimei","配方：黑色药剂","在医疗站解锁黑色药剂的配方。"
"Formula_KnifeBox","配方：战术刀具箱","在工作台制作战术刀具箱的配方。"
"Formula_L_AK47_Lv_2","图纸：AK47","AK47的设计图纸。"
"Formula_ProteinPowder","配方：蛋白粉","在工作台制作蛋白粉的配方。"
"Formula_Trap","配方：捕兽夹","制作捕兽陷阱的配方。"
"Formula_UVBulb2","配方：紫外灯","在工作台制作紫外灯的配方。"
"Formula_WD40","配方：MD40","制作MD40的配方。"
"Formula_WeaponPartsPolluted","配方：被污染的武器零件","在工作台制作被污染的武器零件的配方。"
"Formula_Wrench03","配方：撬棍","制作撬棍的配方。"
"FrostbiteOintment","冻伤膏","可以治疗冻伤。"
"FutureConsole","未来主机","未来主机Future Console，好像只能渲染2D游戏。"
"FutureConsoleController","未来控制器","未来主机的手柄，把它安上才能开始玩游戏。"
"Garlic","大蒜","跟肉是绝配。"
"GasCanL","金属桶","盛装汽油的金属桶。"
"GasCanS","塑料桶","盛装汽油的塑料桶。"
"GasMask_01","防毒面具","普通的防毒面具。"
"Gem","金色五角星","神秘物质构成的金色五角星。增加近战武器攻击力。"
"GhostBat","灵能棍","可以造成灵能伤害的武器，可能是因为使用者的某些执念才形成了这样的外形。"
"GiantSwordFish","大剑鱼","鱼鳍相当锋利。"
"Glass","黑色眼镜","看起来很有学问。"
"GlassShiny","闪光的眼镜","散发着反派的气质。"
"Goggle","滑雪镜","滑雪眼镜。"
"GoldBadge","纯金徽章","纯金打造。"
"GolfClub","高尔夫球棒","打人疼。"
"GPU","显示卡","久经沙场的图形处理卡，布满灰尘。"
"GPU_Potato","土豆显卡","真是一场奇迹。"
"GPUSLI","显示卡SLI","将3张显卡用相当先进的方法结合在一起，虽然会损失一些总体性能，但可以把它们装进一个矿机插槽里。"
"Grape","葡萄","很好吃，还能用来酿酒。"
"GrapeGrain","葡萄粒",""
"Grenade","手雷","手雷。"
"Grenade_SpaceBoss","\?\?\?",""
"Grip_ALL_ADS_1","快速握把A","提高瞄准速度的握把。"
"Grip_ALL_ADS_2","快速握把B","大幅提高瞄准速度的握把。"
"Grip_ALL_REC_1","垂直握把I","加强垂直后坐力控制的握把。"
"Grip_ALL_REC_2","水平握把I","加强水平后坐力控制的握把。"
"Grip_ALL_REC_3","平衡握把","加强后坐力控制的握把。"
"Grip_ALL_REC_4","垂直握把II","极大幅加强垂直后坐力控制的握把。"
"Grip_ALL_REC_5","水平握把II","极大幅加强水平后坐力控制的握把。"
"Grip_ALL_SCA_1","腰射握把I","提高腰射控制与机动性的握把。"
"Grip_ALL_SCA_3","腰射握把II","大幅提高腰射控制与机动性的握把。"
"Grip_AS_Lv_1","突击握把 Lv1","增强稳定性。"
"Grip_AS_Lv_2","突击握把 Lv2","增强稳定性。"
"Grip_AS_Lv_3","突击握把 Lv3","增强稳定性。"
"Grip_AS_Lv_4","突击握把 Lv4","增强稳定性。"
"Grip_SP_Lv_1","快拆握把 Lv1","增强稳定性。"
"Grip_SP_Lv_2","快拆握把 Lv2","增强稳定性。"
"Grip_SP_Lv_3","快拆握把 Lv3","增强稳定性。"
"Grip_SP_Lv_4","快拆握把 Lv4","增强稳定性。"
"Grip_Verticle_Lv_1","垂直握把 Lv1","增强稳定性。"
"Grip_Verticle_Lv_2","垂直握把 Lv2","增强稳定性。"
"Grip_Verticle_Lv_3","垂直握把 Lv3","增强稳定性。"
"Grip_Verticle_Lv_4","垂直握把 Lv4","增强稳定性。"
"GunPowder","火药","易燃危险！"
"GunPowder_Blue","罐装火药","贴着蓝色标签的罐装火药。"
"GunPowder_Green","罐装火药","贴着绿色标签的罐装火药。"
"GunPowder_Red","罐装火药","贴着红色标签的罐装火药。"
"GunPowderLv5","高级火药","杂质更少，威力更高。"
"HammerL","大锤子","装修利器。"
"HammerS","锤子","砸钉子好用。"
"HardDrive","移动硬盘","能够承载数据的移动硬盘，质量非常好。"
"Hat","牛仔帽","牛仔帽。"
"HeadLantern","头灯","让你看的更远。"
"HeadsetLV1","耳机","能够提高听觉灵敏度，可以听到声音来自于哪个方向。"
"HeadsetLV2","橘子耳机","能够大幅提高听觉灵敏度，可以听到声音来自于哪个方向。"
"Heart","心","心形的饰物。"
"Heat","铝热剂","非常不易燃。"
"HeavyWheel","沉重的轮胎","非常重，无法带回基地。"
"Helmat_Cone","雪糕筒","平时都被放在地上，但戴在头上也相当合适。"
"Helmat_Egg","碎蛋壳","破碎的蛋壳，里面还残留了一些蛋清。相当大，可以戴在头上。"
"Helmat_FireLandProtect","石棉工作头盔","用石棉制成的防火工作头盔，穿着一整套可以不受到地面上火焰的伤害。"
"Helmat_PeakedCap","鸭舌帽","钓鱼佬的最爱。"
"Helmat_PumpkinLight","南瓜灯","光有些暗淡。"
"Helmat_Roadblock","路障头盔","不知道为什么，反正它就叫这个名字。"
"Helmat_SBossElec_ResSpace","比利头盔","实验体比利比利穿着的头盔。比利比利的这套装备对电和空间属性有很好的防御能力，但极易被火属性伤害。"
"Helmat_SBossFire_ResElec","啪啦头盔","实验体啪啦啪啦穿着的头盔。啪啦啪啦的这套装备对火和电属性有很好的防御能力，但极易被毒属性伤害。"
"Helmat_SBossPhysical_ResPoison","噗咙头盔","实验体噗咙噗咙穿着的头盔。噗咙噗咙的这套装备对物理和毒属性有很好的防御能力，但对其他属性的防护能力都非常堪忧。"
"Helmat_SBossPoison_LowDurResFire","咕噜头盔","实验体咕噜咕噜穿着的头盔。咕噜咕噜的这套装备防护能力很强且对火和毒属性有很好的防御能力，但耐久度相当堪忧且极易被电属性伤害。"
"Helmat_SBossSpace","口口头盔",""
"Helmat_Soda_Bucket","罐子头盔","非常硬的头盔，但是戴上就看不见了，也挡不了几颗子弹。"
"Helmat_Vida","维达头盔","维达的头盔，里头有点闷，视野也不太好。"
"Helmat_WitchHat","巫师帽","一只鸭子，竟能看见我？"
"HelmatLV1","摩托头盔","晶莹剔透，吹弹可破。"
"HelmatLV1_2","坦克头盔","有一定的防护能力，但因为把耳朵也罩住了，会影响听力。"
"HelmatLV1_Snow","毛帽","毛茸茸的，很暖和。"
"HelmatLV1StormProtection","风暴工作头盔","使用特殊材质制造的工作头盔，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。"
"HelmatLV2","老钢盔","没怎么保养的头盔，爷爷传下来的。里面有个洞。"
"HelmatLV2_2","二级轻型头盔","佩戴起来相当稳固。"
"HelmatLV2_Black","煤球头套","又是元气满满的一天！"
"HelmatLV2_Snow","二级雪地头盔","戴上能比普通的头盔暖和一些。"
"HelmatLV3","特警头盔","具有初级的防弹性能。"
"HelmatLV3_2","三级轻型头盔","加厚了的制式装备，有更高的耐久度，但也会更重一些。"
"HelmatLV3_Snow","三级雪地头盔","简单在内部垫了一些皮毛用来保暖。"
"HelmatLV3_UN","维和头盔","特殊的轻量化设计，在保证了耐久度的同时，重量也更轻了。"
"HelmatLV3StormProtection","空间防护头盔","经过J-Lab特殊改造的头盔，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。"
"HelmatLV4","SightPRO头盔","具有AR+VR功能，飞过来的子弹可能会眩晕从而打偏。"
"HelmatLV4_2","四级防弹头盔","在防护性能和舒适度上表现都非常优秀。"
"HelmatLV4_Snow","四级雪地头盔","内衬用上了相当厚的抗寒材料，虽然重量小幅提高，但相当保暖。"
"HelmatLV4_SnowBoss","抗冻头盔","拥有保温内衬的同时，还有主动发热系统，穿着一套可以抵抗几乎所有的严寒气候。"
"HelmatLV5","SCIFI面罩","给予头部全方位的防护，科幻造型，非常的拉风。"
"HelmatLV5_1Hear","五级轻型头盔","在防护性能、轻量化、耐久性、成本方面表现都相当优秀，但特殊的造型使得佩戴耳机相当不便。"
"HelmatLV5_2","五级作战头盔","比较重，但防护性能相当出色的头盔。"
"HelmatLV5StormProtection","空间防护头盔最终版","J-lab空间防护头盔反复迭代后的最终产品。在保证原有抵抗风暴的性能同时，大幅提高了其防护性能与空间伤害的防护能力。"
"HelmatLV6","神之电焊头","古希腊掌管头盔的神打造，子弹看了会吓软。"
"Honey","蜂蜜","很甜很甜。"
"IceBlade","寒冰剑","剑身散发着寒气，握在手里缺感觉不到冷。剑柄末端有磨损的痕迹，像是经常被搭在弓上射出去似的。"
"IceCrystal","冰霜结晶","散发着寒气。"
"IceGrenade","寒霜弹","可以放出冰雾，在冰雾中一段时间后会冻结。"
"InformationFiles","情报文件","包含了各种机密信息的情报文件。"
"Injection","注射器","没用过的注射器。"
"Injection_A","黄针","提升25%移动速度，持续120s。"
"Injection_BleedResist","止血针","移除流血状态，且一段时间内免疫流血。"
"Injection_ElecResist","电抗性针","一段时间内受到的电属性伤害降低。"
"Injection_FireResist","火抗性针","一段时间内受到的火属性伤害降低。"
"Injection_Healing","恢复针","每秒恢复血量，持续30秒。"
"Injection_HotBlood","热血针剂","变得易怒，受到伤害时移动速度与近战伤害会提高，持续60秒。"
"Injection_MeleeDamage","近战针","大幅提高近战伤害，但持续时间很短，效用过了还会萎靡一段时间。"
"Injection_PainResist","镇痛剂","让你在一段时间内无视疼痛。"
"Injection_PoisonResist","毒抗性针","一段时间内受到的毒属性伤害降低。"
"Injection_RecoilControl","强翅针","短时间内强化翅膀力量，提高后坐力与散布控制能力，持续60秒。"
"Injection_SpaceResist","空间抗性针","一段时间内受到的空间属性伤害降低，但无法抵御空间风暴。"
"Injection_Stamina","持久针","提高耐力回复并降低耐力消耗，但会加快水分的消耗，持续120秒。"
"Injection_StoneSkin","硬化针","使毛发与皮肤变硬，身体护甲提高0\.5，持续120秒。"
