Key,ChineseContent,Category
Item_Formula_GasMask_Desc,在工作台制作防毒面罩的配方。,Items
Item_Sniper_VPO_Deng,VPO-劳登改,Items
Item_Sniper_VPO_Deng_Desc,经过劳登改造的VPO狙击步枪。,Items
Item_Injection_HotBlood,热血针剂,Items
Item_Injection_HotBlood_Desc,变得易怒，受到伤害时移动速度与近战伤害会提高，持续60秒。,Items
Item_Formula_Injection_HotBlood,配方：热血针剂,Items
Item_Formula_Injection_HotBlood_Desc,在医疗站制作热血针剂的配方。,Items
Item_Key_GasStation_Warehouse,废弃加油站钥匙,Items
Item_Key_GasStation_Warehouse_Desc,某处废弃加油站的钥匙。,Items
Item_Key_RedWareHosue_Warehouse,厂区办公室钥匙,Items
Item_Key_RedWareHosue_Warehouse_Desc,打开位于工厂区的某处办公室。,Items
Item_Key_SmallRoom_HiddenWarehouse,小隔间钥匙,Items
Item_Key_SmallRoom_HiddenWarehouse_Desc,打开某个房子的小隔间。,Items
Item_Key_HiddenWarehouse_Cellar_Wire,地窖围栏钥匙,Items
Item_Key_HiddenWarehouse_Cellar_Wire_Desc,地窖中一处围栏的钥匙。,Items
Item_RedBag,红包,Items
Item_RedBag_Desc,四次元红包，里面不一定装着什么好东西，拆开看看？,Items
Item_LuckyNote_1,小纸条,Items
Item_LuckyNote_1_Desc,恭喜发财。,Items
Usage_RedBag,打开红包以获得随机奖励。,Items
Item_Dumpling,饺子,Items
Item_Dumpling_Desc,好吃！,Items
Item_ChineseKnot,中国结,Items
Item_ChineseKnot_Desc,好看！,Items
Item_AncientCoins,铜钱串,Items
Item_AncientCoins_Desc,好贵！,Items
Item_ChineseLantern,红灯笼,Items
Item_ChineseLantern_Desc,好热闹！,Items
Item_S_GLick_Low,烂格力克,Items
Item_S_GLick_Low_Desc,残次品的格力克。,Items
Level_GroundZero,零号区,Locations
Level_GroundZero_Cave,神秘山洞,Locations
Level_Farm,农场镇,Locations
Level_Base,地堡,Locations
Prologue,序章,Locations
Location_BunkerEntry,地堡入口,Locations
You,你,Locations
HiddenWarehouse,仓库区,Locations
Warning_MapNotFinished,该地图尚未制作完成，触发bug的风险较大，请谨慎进入,Locations
Option_ScreenMode_FullScreen,全屏专用,Options
Option_ScreenMode_Borderless,全屏无边框,Options
Option_ScreenMode_Window,窗口化,Options
Options_Resolution,分辨率,Options
Options_ScreenMode,屏幕模式,Options
Options_Language,语言<sub>Language</sub>,Options
Options_HBAOSettings,环境光遮蔽质量,Options
Options_GrassSettings,草地显示,Options
Options_RunInputModeSettings,奔跑按键模式,Options
PerkTree_PhysicalTraining,肉体强化,Perks
PerkTree_Blueprint,蓝图研究,Perks
PerkTree_StorageExpand,仓库扩容,Perks
Perk_Storage_1,仓库扩展Lv.1,Perks
Perk_Storage_2,仓库扩展Lv.2,Perks
Perk_Storage_3,仓库扩展Lv.3,Perks
Perk_Storage_4,仓库扩展Lv.4,Perks
Perk_Storage_5,仓库扩展Lv.5,Perks
Perk_Storage_6,仓库扩展Lv.6,Perks
PerkBehaviour_AddPlayerStorage,使仓库容量增加{addCapacity},Perks
PerkBehaviour_UnlockStockShopItem,解锁后可在商店中购买{ItemDisplayName},Perks
PerkBehaviour_ModifyCharacterStatsBase,{statDisplayName} {value},Perks
Perk_Main_0,启动,Perks
Perk_Main_1,强壮1,Perks
Perk_Main_2,头部防护,Perks
Perk_Main_3,稳定射击1,Perks
Perk_Main_4,负重训练1,Perks
Perk_Main_5,身体防护,Perks
Perk_Main_6,负重训练2,Perks
Perk_Main_7,强壮2,Perks
Perk_Main_8,灵巧1,Perks
Perk_Main_9,枪械精通1,Perks
Perk_Main_10,稳定射击2,Perks
Perk_Main_11,广角视野1,Perks
Perk_Main_12,广角视野2,Perks
Perk_Main_13,背包专家2,Perks
Perk_Main_14,微光鹰眼,Perks
Perk_Main_15,快速装填1,Perks
Perk_Main_16,强壮3,Perks
Perk_Main_17,背包大师1,Perks
Perk_Main_18,枪械操控1,Perks
Perk_Main_19,敏锐感知1,Perks
Perk_Main_20,枪械操控2,Perks
PerkTree_Skills,技能强化,Perks
Perk_Main_1_Desc,强化肉体强度。,Perks
Perk_Physical_Health1,健体1,Perks
Perk_Physical_Health1_Desc,交点学费就能强身健体。,Perks
Perk_Physical_Weight1,负重训练1,Perks
Perk_Physical_Health2,健体2,Perks
Perk_Physical_Health3,健体3,Perks
Perk_Physical_Weight2,负重训练2,Perks
Perk_Main_21,精确瞄准2,Perks
Perk_Main_22,精确瞄准1,Perks
Perk_Main_23,背包专家3,Perks
Perk_Main_24,训犬师2,Perks
Perk_Main_25,暗影夜视,Perks
Perk_Physical_Health4,健体4,Perks
Perk_Storage_t1,额外扩容-1,Perks
Perk_Storage_t2,额外扩容-2,Perks
Perk_Storage_t3,额外扩容-3,Perks
Perk_Storage_t_VIP,VIP扩容,Perks
Stat_WalkSpeed,行走速度,Properties
Stat_RunSpeed,奔跑速度,Properties
Stat_AimTurnSpeed,瞄准转向速度,Properties
Stat_WalkAcc,行走加速度,Properties
Stat_RunAcc,奔跑加速度,Properties
Stat_MaxHealth,最大生命值,Properties
Stat_MaxEnergy,最大能量,Properties
Stat_EnergyCost,能量消耗速率,Properties
Stat_MaxWeight,最大负重,Properties
Stat_Stamina,体力,Properties
Stat_StaminaDrainRate,体力消耗,Properties
Stat_StaminaRecoverTime,体力恢复时间,Properties
Stat_HungerDuratbility,饥饿,Properties
Stat_BodyArmor,身体护甲,Properties
Stat_HeadArmor,头部护甲,Properties
Stat_Attack,攻击力,Properties
Stat_MaxWater,最大水分,Properties
Stat_WaterCost,水分消耗速率,Properties
Stat_GunDamageMultiplier,枪械伤害倍率,Properties
Stat_ReloadSpeedGain,换弹速率,Properties
Stat_FoodGain,食物效率,Properties
Stat_HealGain,治疗效率,Properties
Stat_GunCritRateGain,枪械暴击率,Properties
Stat_GunCritDamageGain,枪械爆头伤害,Properties
Stat_InventoryCapacity,背包空间,Properties
Stat_MeleeDamageMultiplier,近战伤害倍率,Properties
Stat_Damage,伤害,Properties
Stat_ShootSpeed,射速,Properties
Stat_Capacity,弹匣容量,Properties
Stat_ReloadTime,换弹时间,Properties
Stat_BulletSpeed,子弹速度,Properties
Stat_BulletDistance,射程,Properties
Stat_Penetrate,单位穿透,Properties
Stat_ArmorPiercing,穿甲等级,Properties
Stat_ArmorBreak,护甲破坏,Properties
Stat_CritRate,暴击率,Properties
Stat_CritDamageFactor,暴击伤害倍率,Properties
Stat_DefaultScatter,腰射基础散布,Properties
Stat_MaxScatter,腰射最大扩散,Properties
Stat_ScatterGrow,腰射扩散增长,Properties
Stat_ScatterRecover,腰射扩散恢复,Properties
Stat_DefaultScatterADS,瞄准初始扩散,Properties
Stat_MaxScatterADS,瞄准最大扩散,Properties
Stat_ScatterGrowADS,瞄准扩散增长,Properties
Stat_ScatterRecoverADS,瞄准扩散恢复,Properties
Stat_ScatterFactor,腰射散布,Properties
Stat_ScatterFactorADS,瞄准散布,Properties
Stat_DamageGain,伤害,Properties
Stat_CritDamageFactorGain,暴头伤害倍率,Properties
Stat_CritRateGain,暴击率,Properties
Stat_ArmorPiercingGain,护甲穿透,Properties
Stat_ArmorBreakGain,护甲破坏,Properties
Stat_DurabilityCost,耐久消耗,Properties
Stat_AttackRange,攻击距离,Properties
Stat_AttackSpeed,攻击速度,Properties
Stat_StaminaCost,体力消耗,Properties
Stat_StaminaRecoverRate,体力恢复,Properties
Stat_Moveability,移动能力,Properties
Stat_TurnSpeed,转向速度,Properties
Stat_GunDamageGain,枪械伤害,Properties
Stat_MoveSpeedMultiplier,移动速度系数,Properties
Stat_GasMask,毒气防护,Properties
Stat_RecoilControl,后座力控制,Properties
Stat_WalkSoundRange,行走声音距离,Properties
Stat_RunSoundRange,奔跑声音距离,Properties
Stat_HungerDurability,最大能量,Properties
Stat_BulletSpeedMultiplier,子弹速度倍率,Properties
Stat_ElementFactor_Physics,物理承伤倍率,Properties
Stat_ElementFactor_Fire,火承伤倍率,Properties
Stat_ElementFactor_Poison,毒承伤倍率,Properties
Stat_ElementFactor_Electricity,电承伤倍率,Properties
Stat_ElementFactor_Space,空间承伤倍率,Properties
Stat_DashSpeed,翻滚速度,Properties
Stat_DashCanControl,翻滚方向控制,Properties
Stat_SoundRange,声音距离,Properties
Var_BulletCount,当前载弹,Properties
Var_Caliber,口径,Properties
Var_Element_Physics,物理伤害倍率,Properties
Var_Element_Fire,火焰伤害倍率,Properties
Var_Element_Poison,毒性伤害倍率,Properties
Var_Element_Electricity,电伤害倍率,Properties
Var_Element_Space,空间伤害倍率,Properties
Var_CritDamageFactorGain,暴头伤害增益,Properties
Var_CritRateGain,暴击率增益,Properties
Var_ArmorPiercingGain,穿甲等级,Properties
Var_ArmorBreakGain,护甲破坏,Properties
Var_DurabilityCost,枪械损耗,Properties
Var_ExplosionRange,爆炸范围,Properties
Var_ExplosionDamage,爆炸伤害,Properties
Var_damageMultiplier,伤害系数,Properties
Var buffchanceMultiplier,属性减益倍率,Properties
Var bleedChance,流血概率,Properties
Sniper,狙击弹,Properties
AR_L,大口径,Properties
AR_S,小口径,Properties
Energy_L,大型能量弹,Properties
Energy_S,小型能量弹,Properties
SHOT,霰弹,Properties
Arrow,箭矢,Properties
Usable,可使用,Properties
Quest_0,医疗物资,Quests
Quest_0_Desc,医疗物资在鸭科夫十分重要，我现在就需要一些小急救包，你可以去找找，或者直接在医疗站制作也行。,Quests
Quest_1,欢迎来到Duckov哟,Quests
Quest_1_Desc,你的第一个任务很简单，证明你能够活着回来。,Quests
Quest_2,探索者的信,Quests
Quest_2_Desc,在你来到这之前，我们有一个先遣队进入了Duckov，但我们一直没有受到他们的回信，他们的安全屋就在一个工厂区的建筑内，你能去看看吗。,Quests
Quest_3,管制武器,Quests
Quest_3_Desc,搞两把手枪。,Quests
Quest_4,猎人上路,Quests
Quest_4_Desc,如果你有趁手的家伙，可以去和那些暴走拾荒者碰一碰，就是那些拿着切肉刀的红色家伙。搞定了我给你点螺栓、螺母放在快递柜里，你可以用来升级工作台。,Quests
Quest_5,老旧居所,Quests
Quest_5_Desc,根据先遣队的信息，J-Lab的员工都居住在小树林中的一个宿舍楼内，不知道那里的情况如何，麻烦你去帮我查看一下。,Quests
Quest_6,数据 1,Quests
Quest_6_Desc,看来J-Lab撤离的很匆忙，之前我们去查看实验室的时候，里面的数据都早已被人销毁了，但是宿舍楼中的这些数据他们应该是没来得及处理。麻烦你再跑一趟，把里面电脑的资料都拷贝一份给我。提醒一下，出发前别忘了带移动硬盘。,Quests
Quest_7,止血的重要性,Quests
Quest_7_Desc,流血是非常要命的，虽然一时半会死不了，但如果不及时止血，就会持续受到伤害。绷带是最简单的止血工具，试着用绷带来止血吧。如果找不到绷带的话，可以去售货机买点。,Quests
Quest_8,食物的来源,Quests
Quest_8_Desc,饿了，整点吃的。,Quests
Quest_9,隔墙有耳,Quests
Quest_9_Desc,一只我们关注的乌鸦“黑子”曾经去过加油站，跟另一个神秘乌鸦会面，我们想知道他们说了什么，你能去帮我们拿回那里的监控录像吗，别忘了带着移动硬盘去！,Quests
Quest_10,检查电源,Quests
Quest_10_Desc,检查仓库的电源设施。,Quests
Quest_10_Task_1,检查码头仓库中的一处电源设施,Quests
Quest_11,深藏不漏,Quests
Quest_11_Desc,你带回来的数据似乎都经过了加密，我们没办法从中获取到关键数据，我们需要几张J-Lab的软盘用于解密，你能去帮我们找一张吗。J-Lab人员去过的地方都可能会有软盘，不是很稀奇。,Quests
Quest_12,黑手,Quests
Quest_12_Desc,我们解开了加油站的数据。会面者这似乎是一个传话人。他是来通知对J-Lab的偷袭计划的，看来J-Lab发生的事情真的和这些乌鸦有关。我们需要找到这个传话人的信息，据说他曾经去过一个海关办公室，你能去那里看看吗，或许这里不只是食品工厂这么简单？,Quests
Quest_13,玩家-1,Quests
Quest_13_Desc,这个地方太无聊了，如果能有一个游戏机，那就全都不一样了。你能帮我找来一台FC(Future Computer)游戏机吗？我刚好有一个FC卡带。对了，别忘了找个手柄回来。,Quests
Quest_14,玩家-2,Quests
Quest_14_Desc,你给我带来的游戏机是坏掉的，不过没关系，帮我找些零件来，我就能修好它！,Quests
Quest_15,高分玩家,Quests
Quest_15_Desc,在打砖块中打破Tom的记录。,Quests
Quest_16,玩家-4,Quests
Quest_16_Desc,当年有一个特别火爆的游戏，叫做块块龙，我的分数一直打不到1000分，这成了我的一个执念，所以，你能帮我找一个块块龙回来吗？,Quests
Quest_17,玩家-5,Quests
Quest_17_Desc,哇，这单色电视机完全不能用来玩块块龙啊！看来我们要把他升级成彩电了！帮我找些零件回来吧！,Quests
Quest_18,玩家-6,Quests
Quest_18_Desc,我终于突破1000分了！不过这个我也玩腻了，没事的话，你也可以来试试，看看能不能打破我的记录！话说回来，小时候我一直想玩一个叫做鸭子大陆的游戏，我看大人们都玩的很开心，所以你能帮我找一个来吗？,Quests
Quest_19,玩家-7,Quests
Quest_19_Desc,"鸭子大陆竟然要记忆卡？否则一关机就只能从头开始玩了，这也太折磨了！帮我找回来一个记忆卡吧,求你了！",Quests
Quest_20,玩家-3,Quests
Quest_20_Desc,组装游戏机也是非常快乐的！这次我就把这个乐趣让给你吧！顺便试试游戏！,Quests
Quest_21,基础建设,Quests
Quest_21_Desc,收集两块木料建设工作台。附近全是敌人，所以不要走太远。材料集齐后，就去建设面板看看，就是在售货机旁边的那块板子。奖励你的东西我会放到快递柜里。,Quests
Quest_22,关键人物,Quests
Quest_22_Desc,根据已有的信息，我们定位到了一批J-Lab的物资，他们就在工厂区内。进入工厂需要钥匙卡，在精英乌鸦身上或许能找到。,Quests
Quest_23,基础建设-2,Quests
Quest_23_Desc,多亏你修好了信号塔，我跟一个老朋友取得了联系，他是一个武器商人，他提出了一个条件，我们在这里搭好一个武器店，他立刻就过来。,Quests
Quest_24,基础建设-3,Quests
Quest_24_Desc,我联系到我的老朋友了。他是一个装备商人，路子很多。接下来，你把店铺搭好，他就过来了。,Quests
Quest_25,防卫武器,Quests
Quest_25_Desc,床下藏把刀，睡觉也能安心点。,Quests
Quest_26,信号塔,Quests
Quest_26_Desc,我之前约好了商人帮我们运送物资，但是咱们这个藏身处东北边的信号塔好像是坏了，我联系不上他们，你能去修一下吗？带个平头螺丝刀哈，旁边的售货机就有的卖。,Quests
Quest_26_Task_1,修理北侧信号塔,Quests
Quest_27,老朋友的信,Quests
Quest_27_Desc,有一位朋友寄给我的信，我给落在矮山头的红色帐篷里了，上面有他的联系方式，我现在急着要找他。,Quests
Quest_28,工匠精神,Quests
Quest_28_Desc,整个更好的工作台。,Quests
Quest_29,大存储,Quests
Quest_29_Desc,你已经搜集了不少东西了，仓库的空间越来越紧张了，是时候对仓库进行一次扩容了。,Quests
Quest_30,基础建设-医疗,Quests
Quest_30_Desc,如果我们能够自己制造各种医疗用品，那就方便多了。,Quests
Quest_31,仿制药,Quests
Quest_31_Desc,试试新的医疗站好不好用？,Quests
Quest_32,不靠谱的机器,Quests
Quest_32_Desc,"如果有了传送装置，就不必每次都从地堡出发了。我们要找到图纸，造一台传送装置出来。据我所知，图纸就在山洞里,带把铲子！",Quests
Quest_33,主线-不靠谱的机器,Quests
Quest_33_Desc,为了扩大我们的行动范围，我们必须建造一台传送装置。经过我多年研究，我已经知道该怎么造出来了，唯一的问题是，我没有原料啊。,Quests
Quest_34,新的起点,Quests
Quest_34_Desc,想办法找到通往农场镇的信标密钥，如果我没猜错的话，他就在公路营地的某台电脑里。带上移动硬盘，去把信标数据拷贝回来。,Quests
Quest_35,仿制手枪,Quests
Quest_35_Desc,给我搞几把手枪回来，让我研究研究。顺利的话，以后你就可以在售货机买手枪了。,Quests
Quest_36,营养均衡-1,Quests
Quest_36_Desc,满足肌肉鸭的蛋白质需求。,Quests
Quest_37,营养均衡-2,Quests
Quest_38,营养均衡-3,Quests
Quest_39,健身教练,Quests
Quest_37_Desc,满足肌肉鸭的碳水需求。,Quests
Quest_38_Desc,满足肌肉鸭的精神需求。,Quests
Quest_39_Desc,在基地为泥巴打造一个漂亮的健身房。,Quests
Quest_40,零件批发,Quests
Quest_40_Desc,我的供应商最近缺一些原材料，咱可以趁机捞上一笔，搞定了我就卖你更便宜的AK-74U。,Quests
Quest_41,青铜怀表,Quests
Quest_41_Desc,有一块怀表，我现在非常需要它，别问为什么。零号区马路东边尽头的一辆油罐车里。车钥匙我也找不到了，你得去找到钥匙，然后把怀表拿回来。,Quests
Quest_42,货物清单,Quests
Quest_42_Desc,之前拾荒者好像劫了一批好货，就放在零号区西北边的营地里。我想知道这批货里都有什么，你去看看能不能找到货物清单什么的，我猜就放在某个集装箱里面？,Quests
Quest_43,爱好钓鱼,Quests
Quest_43_Desc,刚来这里人生地不熟，你能帮我在零号区找两个适合钓鱼的地方吗？,Quests
Quest_45,怪异羽毛,Quests
Quest_45_Desc,不知道你在外面的那些家伙身上找到过那种发着光的羽毛没有？这东西看起来有点用，你帮我找一些来研究一下吧。,Quests
Quest_44,性能测试,Quests
Quest_44_Desc,我需要你帮我测试一下AK-74U的武器性能如何。,Quests
Quest_46,惩罚者,Quests
Quest_46_Desc,这些黑鸭子破坏了太多基础设施了，是时候教训一下他们了。,Quests
Quest_47,探索仓库区,Quests
Quest_47_Desc,我们打算在仓库区开展些新的业务，所以需要你先去探探路。零号区北山山顶的滑索应该能通往那里，做好准备，过去探探路，路上的墙用手雷或者炸药都能炸开。别勉强，安全回来就行。,Quests
Quest_48,打西边来的人,Quests
Quest_48_Desc,仓库区有大量的黑鸭子出没，非常危险，你能不能去搞定几个，就用我指定的武器。,Quests
Quest_49,弓箭手,Quests
Quest_49_Desc,有人跟我说弓箭是废物，作为弓箭爱好者我可忍不了，你得替我证明这点。搞定了我就给你发把狙。,Quests
Quest_50,美味的秘密,Quests
Quest_50_Desc,某个饮料工厂似乎隐瞒着某些秘密，在仓库区的伐木场旁边有个水塔，里面就藏有他们的秘密原料。最近那里面的东西泄露了出来。你去搞点样本回来。,Quests
Quest_51,爱好钓鱼-2,Quests
Quest_51_Desc,你已经去过仓库区了？有朋友跟我说哪里有非常适合钓鱼的地方，你能帮我找找吗。,Quests
Quest_52,隐居,Quests
Quest_52_Desc,我有一个线人，是搞爆破的，他对仓库区比较了解，但是我现在联系不上他了，我需要你去他之前居住的地方看看他还在不在。他的住处就在仓库区沟壑南边的角落里，是一个绿色的房子。,Quests
Quest_53,猎鸭-矮鸭,Quests
Quest_53_Desc,看来你已经适应这里的生活了，是时候来点挑战了。公路营地里矮鸭，搞定他。,Quests
Quest_54,维达挑战,Quests
Quest_54_Desc,手枪虽小，潜力巨大。,Quests
Quest_55,电源检修,Quests
Quest_55_Desc,我们在仓库区的一处安全屋电力出现了问题，需要你去维修一下。位置就在中间断桥北边的一处房屋旁边，挨着一个小山丘。或者说，他就在农舍的东北部。去之前，你得先准备一个扳手。,Quests
Quest_55_Task_1,修理位于仓库区藏身处的电源,Quests
Quest_56,尾随的怪人,Quests
Quest_56_Desc,仓库区有一个怪人，神出鬼没，还带着一条狗，喜欢大老远偷袭，给他点教训。,Quests
Quest_57,切肉刀战神,Quests
Quest_57_Desc,看来弓箭完全难不倒你。我的朋友又跟我打赌，说你用片刀肯定没法搞定那些雇佣兵，我赌一万块，你肯定能行！,Quests
Quest_58,仓库路线,Quests
Quest_58_Desc,西厂区是仓库区的核心区域，里面藏着不少好东西-当然，也很危险。仓库区有3个入口，我需要你去帮我踩踩点。,Quests
Quest_59,水资源,Quests
Quest_59_Desc,我的一个客户准备在仓库区的农舍躲上几天，但是水不够了，需要你去给他带一些。准备三瓶水放到农舍的窝棚里吧。,Quests
Quest_59_Task_1,将瓶装水藏匿到指定地点,Quests
Quest_60,多面手,Quests
Quest_60_Desc,恭喜，你已经获得所有的天赋！我们来打造一个纪念奖杯吧！,Quests
Quest_50_Task_1,采集伐木场水塔样本,Quests
Quest_61,会说话的奖杯！,Quests
Quest_61_Desc,把纪念奖杯建造出来！,Quests
Quest_62,好心人,Quests
Quest_62_Desc,我认识一个开发者（不是我），最近精神不太正常，嘴里不停说着“加个愿望单吧，求求了！”，挺好的一个人，不知道为啥就疯了，你要不要去帮帮他？,Quests
Quest_63,挑战：急速团长,Quests
Quest_63_Desc,揍那个黄鸭子1次。,Quests
Quest_64,新年快乐！,Quests
Quest_64_Desc,新年好啊！我们来整点新年装饰吧！,Quests
Scene_Any,任意地图,ScenesAndLocations
Scene_Base,基地,ScenesAndLocations
Scene_Custom,海关,ScenesAndLocations
Scene_Custom_01,海关1,ScenesAndLocations
Scene_Custom_02,海关2,ScenesAndLocations
Scene_Custom_03,海关3,ScenesAndLocations
Scene_Custom_04,海关4,ScenesAndLocations
Scene_Custom_05,海关5,ScenesAndLocations
Scene_Factory,工厂,ScenesAndLocations
Scene_Factory_01,工厂1,ScenesAndLocations
Scene_Factory_02,工厂2,ScenesAndLocations
Scene_Factory_03,工厂3,ScenesAndLocations
Scene_Factory_04,工厂4,ScenesAndLocations
Scene_Village,村庄,ScenesAndLocations
Scene_Village_01,村庄1,ScenesAndLocations
QuestLocations/Explor_Dormitory,工厂员工宿舍楼,ScenesAndLocations
Tag_Accessory,配件,Tags
Tag_Armor,身体,Tags
Tag_Backpack,背包,Tags
Tag_Blueprint,蓝图,Tags
Tag_Bullet,武器,Tags
Tag_Character,角色,Tags
Tag_Continer,容器,Tags
Tag_Daily,日常用品,Tags
Tag_DecorateEquipment,装饰性装备,Tags
Tag_DestroyOnLootBox,玩家不可见,Tags
Tag_DontDropOnDead,绑定物品,Tags
Tag_Drink,饮品,Tags
Tag_DuckStone,鸭石,Tags
Tag_Electric,电子产品,Tags
Tag_Equipment,装备,Tags
Tag_Explosive,爆炸物,Tags
Tag_Food,食物,Tags
Tag_Gem,宝石,Tags
Tag_Grip,握把,Tags
Tag_Gun,枪械,Tags
Tag_GunType_Rifle,步枪,Tags
Tag_GunType_Shot,霰弹枪,Tags
Tag_GunType_SMG,冲锋枪,Tags
Tag_GunType_Sniper,狙击枪,Tags
Tag_Helmat,头部,Tags
Tag_Information,情报物品,Tags
Tag_Key,钥匙,Tags
Tag_Luxury,奢侈品,Tags
Tag_Magazine,弹夹,Tags
Tag_Material,材料,Tags
Tag_Medic,医疗用品,Tags
Tag_Misc,杂物,Tags
Tag_Muzzle,枪口,Tags
Tag_Quest,任务物品,Tags
Tag_Scope,瞄具,Tags
Tag_Special,特殊,Tags
Tag_Stock,枪托,Tags
Tag_TecEquip,战术,Tags
Tag_Tool,工具,Tags
Tag_Weapon,武器,Tags
Tag_Weapon_LV1,低级武器,Tags
Tag_Totem,图腾,Tags
Tag_DestroyInBase,无法带出,Tags
Tag_DestroyInBase_Desc,回到地堡时，此物品会消失。,Tags
Tag_MeleeWeapon,近战武器,Tags
Tag_Formula,配方,Tags
Tag_Formula_Desc,用于制造的配方或图纸。,Tags
Tag_Formula_Blueprint,高级工作台蓝图,Tags
Tag_Formula_Blueprint_Desc,在高级工作台制造物品的蓝图。,Tags
Tag_Formula_Normal,工作台配方,Tags
Tag_Formula_Normal_Desc,在工作台制作物品的配方。,Tags
Tag_DontDropOnDead_Desc,绑定物品在角色死亡时不会掉落。,Tags
Tag_Accessory_Desc,可安装配件。,Tags
Tag_Formula_Medic,医疗站配方,Tags
Tag_Formula_Medic_Desc,在医疗站生产药剂的配方。,Tags
Tag_ComputerParts_GPU,显卡,Tags
Tag_ComputerParts_GPU_Desc,显卡！,Tags
Tag_Repairable,可维修,Tags
Tag_Repairable_Desc,可以在高级工作台进行维修。,Tags
Task_Evacuate,从{TargetDisplayName}撤离,TasksAndRewards
Task_KillCount,击杀 {enemyName}  ({amount}/{requireAmount}),TasksAndRewards
Task_ReachLocation,到达任务指定地点,TasksAndRewards
Task_UnlockPerk,解锁：{PerkDisplayName},TasksAndRewards
Task_UnlockPerk_AtPrototyper,在原型机解锁：{PerkDisplayName},TasksAndRewards
Task_UseItem,使用物品{ItemDisplayName}({amount}/{requireAmount})次,TasksAndRewards
Task_SubmitItems,提交物品：{ItemDisplayName} x {requiredAmount},TasksAndRewards
Task_SubmitItems_HavingAmount,持有: {amount},TasksAndRewards
Task_SubmitItems_Interact,提交,TasksAndRewards
Task_ConstructBuilding,建造{BuildingName},TasksAndRewards
Reward_Exp,经验 +{amount},TasksAndRewards
Reward_Money,金钱 +{amount},TasksAndRewards
Reward_UnlockStockItem,解锁商品 {ItemDisplayName},TasksAndRewards
Condition_CharacterLevel_LessThan,等级低于 {level},TasksAndRewards
Condition_CharacterLevel_Equals,等级为 {level},TasksAndRewards
Condition_CharacterLevel_GreaterThan,等级高于 {level},TasksAndRewards
Task_Desc_AnyEnemy,任意敌人,TasksAndRewards
Task_Desc_AnyWeapon,任意武器,TasksAndRewards
Task_Desc_AnyScene,任意地点,TasksAndRewards
_GAME_TITLE_,逃离鸭科夫,UIText
Title_PressToContinue,点击屏幕继续,UIText
MainMenu_NewGame,新游戏,UIText
MainMenu_Continue,继续游戏,UIText
MainMenu_SaveSlot,存档槽位,UIText
MainMenu_ClearSaveData,长按清除存档数据,UIText
MainMenu_SaveDeleted,存档数据已删除,UIText
MainMenu_Settings,设置,UIText
MainMenu_SaveSelection,存档选择,UIText
MainMenu_SaveSelection_Slot,存档,UIText
UI_PlayerStatsView,角色状态,UIText
UI_PlayerStats_HP,生命,UIText
UI_PlayerStats_Energy,体力,UIText
UI_PlayerStats_Hunger,饱腹,UIText
UI_PlayerStats_Thurst,水分,UIText
UI_Loot_Equipment,装备,UIText
UI_Loot_Items,物品,UIText
UI_Loot_QuickMenu,快捷栏,UIText
UI_Loot_PickAll,全部拾取,UIText
UI_WorkbenchRequired,需要在工作台进行改装,UIText
UI_Trade,交易,UIText
UI_Purchase,购买,UIText
UI_Sell,出售,UIText
UI_SoldOut,已售罄,UIText
UI_Unlock,解锁,UIText
UI_Locked,已锁定,UIText
UI_Stock,库存,UIText
UI_NextRefresh,下次刷新,UIText
UI_Item_Equip,装备,UIText
UI_Item_Split,拆分,UIText
UI_Item_Use,使用,UIText
UI_Item_Modify,改装,UIText
UI_Item_Dump,丢弃,UIText
UI_Item_Inspect,检视,UIText
UI_Quest_Reward,任务奖励,UIText
UI_Skip,跳过,UIText
UI_Quest_Avliable,可承接,UIText
UI_Quest_Active,进行中,UIText
UI_Quest_Completed,已完成,UIText
UI_PlaceHolder_Empty,空空如也...,UIText
UI_Quest,任务,UIText
UI_Quest_TaskList,目标,UIText
UI_Quest_RewardList,奖励,UIText
UI_Quest_Btn_Accept,接受任务,UIText
UI_Quest_Btn_Complete,完成任务,UIText
UI_YourStuff,你的东西,UIText
UI_Workbench_Uncustomizable,不可改装,UIText
UI_Workbench_Begin,开始改装,UIText
UI_Workbench_NotifySelect,选择要改装的物体,UIText
UI_Workbench_Unequip,拆卸,UIText
UI_Workbench_Equip,安装,UIText
UI_ItemRepair_Repair,维修,UIText
UI_ItemRepair_DurabilityMax,耐久已满,UIText
UI_MaxDurability,耐久上限,UIText
UI_Perk_RequireLevel,需要等级<color={color}>Lv.{level}</color>,UIText
UI_Perk_RequireMoney,需要金钱 <color={color}>{money}</color>,UIText
UI_Perk_Activate,激活,UIText
UI_Perk_Researching,研发中,UIText
UI_Perk_BeginResearching,开始研发,UIText
UI_Perk_Avaliable,可研发,UIText
UI_Perk_Pending,研发中,UIText
UI_Perk_Complete,待确认,UIText
UI_Closure_Escaped,已撤离,UIText
UI_Closure_Dead,YOU DIED,UIText
UI_Continue,继续,UIText
UI_MasterKey,万能钥匙,UIText
UI_MasterKey_Register,录入钥匙,UIText
UI_MasterKey_RegisterBtn,录入,UIText
UI_MasterKey_RegisterSuccess,录入成功！,UIText
UI_MasterKey_KeyExist,记录已存在,UIText
UI_SplitItem,分割物品,UIText
UI_SplitItem_Btn,分割,UIText
UI_SplitItem_Succeed,完成！,UIText
